Cleaned_Dialogue,Song Recommendations
youre pretending pillows girl right,Heaven and Hell - 2008 Remaster
remember kid mom would drop themovies jar jam little spoon,Kaer Morhen
okay first im crazy second say dont spray anyway hisname malcom wasnt following mean cause thought wasursula ick thats thats couldnt come talk causeof restraining order,Monster
umm feeling better bout malcom,I Bet My Life
oh god youve got crush sisters stalker,Bleed
im gonna help know get deursulaized like youknow like joey went,Astronaut In The Ocean
joey take time thats last batch,Middle Of A Breakup
jam,All We Know
figured need charge seventeen bucks jar break evenso ive got new plan babies,Moves Like Jagger
well gonna need much bigger jars,Can't Hold Us (feat. Ray Dalton)
took 28 years find one man wanna spend life ifi wait another 28 years ill 56 baby thats juststupid,Politik
thats whats stupid,Build God
dont need actual man couple best swimmers andthere places go get stuff,B.Y.O.B.
nightnight bingaling,Young Dumb & Broke
oh log kept recording every movement wanna heresomething,Smooth Criminal - 2012 Remaster
mean theres one us,Cotton Eye Joe
honey im sorry hes right love youre crazy,Middle Of A Breakup
crazy,Bleed
crazy isnt ideal way tosomething,Toxicity
check jam crackers,Trndsttr
go sperm bank,Sugar
noooo thats wearing donated im kinda surprisedtheres boys left,Ain't No Rest for the Wicked
maybe call place get put days liveson know juice puppy little,Trndsttr
hows maniac,Bleed
oh know hes stuff anymore hequit,Young Dumb & Broke
pheebs guy obsessed sister god knows howlong okay dont give something like,Symphony Of Destruction - Remastered 2012
youre taking word guy night vision goggles,Royals
pheebs wake smell restraining order,Astronaut In The Ocean
oh thats would forget mine,Bad Liar
oh god crazy chandler spun meoffthebed,B.Y.O.B.
know hugs kinda rolls away ohmygod,Señorita
um perhaps yes yes im sorry im sorry afraid youwere still hung sister,Heathens
im sorry im sorry tried stop couldnt im pathetic,Ain't No Rest for the Wicked
uhhuh dont know,Bad Liar
sperm regular,Heaven and Hell - 2008 Remaster
ii figured wouldve picked blond guy,Build God
dont know always pictured ending one tallsmart blond guys name like hoyt,Heaven and Hell - 2008 Remaster
wear little water wings know theyretheyre running around deck hoyt wraps big towel around three ofthem,Let Me Love You
yeah yyou hard say something rachel came toborrow something,Chop Suey!
anyway ross started yelling,Chop Suey!
wait yelling he’s one slept withsomeone else,Toxicity
well guess says break happenedthat forgiven,Rain
whoa soo unreasonable god although think understand whathe means oh god like,Toxicity
yknow like like parents got divorcedman hope ross doesn’t try kidnap cub scouts,Sign of the Times
yeah nobody slept xerox girl,Royals
oh opposite dream,Bleed
yknow maybe it’s gonna okay mean it’s aweek,Don't Panic
wait i’m gonna drink somebody’s old coffee,Killing In The Name
hmmm,Kaer Morhen
ohh,Trndsttr
we’re sorry honey,Die For You
heels,Dance Off (feat. Idris Elba & Anderson .Paak)
ohhh boy feel bad,All We Know
bad,Middle Of A Breakup
you’re smoking,All We Know
well actually yesterday smoking today i’mi’m smoking still,Toxicity
would start chewing quitting gum,Chop Suey!
look i’m telling like parents divorce whichis started smoking first place,Wake Me up When September Ends
weren’t nine,Kaer Morhen
yeahhh i’m tellin’ ya something ah first smoke afternap time,Paradise
hi uhh guys plans weekend mysister hold said could use cabin weekend go skiinghuh i’m asking first right mean i’m playing rules,Take on Me
chandler you’re smoking,Chop Suey!
wait really ‘cause mine get tickets,Hotter Than Hell
look guys wanna say really really appreciate spendingthis time it’s pretty hard time right wanna saythanks,Don't Let The Light Go Out
we’re really sorry um ask us first,Toxicity
yknow stay i’m gonna stay ‘cause last timei went skiing afraid jump chair lift went around around,Monster
uh pheebs kinda need drive us yourgrandmother’s cab yknow i’ll stay,Bleed
noo i’ll stay he’s brother,Fix You
pity stay,All We Know
pity food yknow that’s okay right don’t need anyof stay okay nobody stays,Eye For an Eye
well might well offer stay,It's My Life
think he’s still mad us,Bleed
sign say,Schism
‘no smoking’ sign there’s smoking mygrandmother’s cab,Friction
chandler unscheduled stops go stop gas,New Rules
oh come there’s rest stop right come ireally goooooooooo,One of the Drunks
ow,In Waves
oh nononononono,Paranoid - 2012 - Remaster
relax okay iii get open anybody coat hanger,Royals
oh op wait minute took shirt putit morning,Chop Suey!
look need wire something jimmy oh hey one guysgive underwire bra,Animals
whoever biggest boobs biggest bra therefore thebiggest wire,Bad Liar
getting bra,Then We'll Talk
wanna get back car need wire call,Bleed
mine deceptively small mean iii actuallysometimes ststuff bra,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
ladies ladies let’s compromise okay phoebe rachel takeoff monica’s bra,Bad Liar
well thought littered crying indian might come andsave us,Bleed
least let smoke good part,Rain
well oh ah wondering split youget tape half last episode,Rain
he’s sleeping,Kaer Morhen
oh thought guys got married uh january,Cotton Eye Joe
sooo anyway,Bad Liar
umm candles champagne yeah anniversaries great ‘cause youknow love lasts forever yknow nothing like lifetime money bank sorachel broke,Middle Of A Breakup
oh god ross sorry,Nothing Else Matters
yknow want talk much shouldprobably could really get free dinner tomorrow night,Sandstorm
freemont westwestmont ah westburg,Bad Liar
don’t know i’m sorry always slept back wedrove,Schism
ugh okay well somebody come save us,Heaven and Hell - 2008 Remaster
mean seen car come last hour ahalf think call ross maybe get car come pick us,Royals
oh yeah smokey joe got half way highway collapsed,Don't Let The Light Go Out
smoking,Toxicity
well it’s unsettling,All We Know
ate bug,Bleed
listen ross ran gas don’t know sowe can’t get tow truck,Bleed
well oh i’m sorry car broke pheebs i’m littletoo busy real friends right please call let know gothome safely okay,I Write Sins Not Tragedies
listen know you’re gonna ‘cause you’re nota jerk okay either sulk half hour go pick orsave us time sulk car,Royals
rachel doesn’t want,Bad Liar
look iii sorry rachel dumped ‘cause fell lovewith mark guy innocent victim don’t punishyour friends rachel,Rolling in the Deep
slept another woman,The Hills
that’s ‘help’ spelled backwards helicopters canread air,Enemy (with JID) - from the series Arcane League of Legends
huh what’s doofus spelled backwards,Bleed
arrrghh,In Waves
oh horrible it’s horrible,Ain't No Rest for the Wicked
guys think ask ross come along,The Ballad of Mona Lisa
know rachel mean even gonna ask,Attention
umm ah might okay ross came skiing,Charlie Brown
wasn’t gonna ask,Bad Liar
guys unbelievable cannot come,Duality
excuse,Toxicity
it’s horrible,Middle Of A Breakup
would even want come ross you’re horrible skier,All We Know
ohoh hitting hurts ski skills,All We Know
ii can’t handle guys,Build God
yknow handle handle’s middle name actuallyit’s ah middle part first name,You Just Haven't Thought of It Yet
oh i’m sorry speaking sleeping someoneelse,Toxicity
break,Sugar
yknow ross don’t put,Bleed
yknow right wrong,Kaer Morhen
think it’s obvious who’s wrong,The Pot
obviously joey,Toxicity
okay good right let’s get back car ‘causeit’s freezing chest unsupported,I Write Sins Not Tragedies
oh wait wait second mean who’s goingwith,Chop Suey!
right we’ll call get back,Lose Yourself
rodeo,Enemy (with JID) - from the series Arcane League of Legends
bye,Snow (Hey Oh)
ahh nooo,Nothing Else Matters
oh great listen oh get whole new battery got thebest one could ‘cause that’s want skimp,People of The Pride
yeah well came 112 hell call even110,Calm Down
ah took pretty hard watching goyknow,Sleepwalking
theres nothing tell hes guyi work,Toxicity
cmon youre going guy theresgotta something wrong,Toxicity
wait eat chalk,Chop Suey!
cause dont want go throughwhat went carl oh,Sign of the Times
alright im back high school imstanding middle cafeteria realize totally naked,Heaven and Hell - 2008 Remaster
instead,Bad Liar
sudden phone starts ring,Collar Full
werent looking atyou,Bleed
finally figureid better answer,New Rules
feel like someone reached mythroat grabbed small intestine pulled mouth tied around myneck,Middle Of A Breakup
cookie,Blinding Lights
ohh,Bleed
dont stop cleansing aura justleave aura alone okay,B.Y.O.B.
fine murky,Symphony Of Destruction - Remastered 2012
dont,Don't Panic
dont hell left,Rolling in the Deep
okay everyone keep fixating onthat didnt know know,Chop Suey!
oh really thathysterical phone call got woman sobbing 300 ill never havegrandchildren,Rolling in the Deep
sorry,Kaer Morhen
alright ross look youre feeling lot ofpain right youre angry youre hurting tell answer,Hurricane
strip joint cmon youre single somehormones,Trndsttr
dont want single okay ijust wanna married,Politik
oh god monica hi thank god went toyour building werent guy big hammer said might behere,Old Town Road
wanna tell us waitingfor four wet bridesmaids,I Dunno (feat. Dutchavelli & Stormzy)
wasnt invited wedding,The Hills
ooh kinda hoping wouldnt anissue,Attention
let go ofmy hair head fall,Heaven and Hell - 2008 Remaster
say push stairs,Somebody That I Used To Know
push stairs push stairs push stairs,Radioactive
cmon daddy listen like itslike life everyone always told youre shoe youre shoe youre ashoe youre shoe today stopped said dont wanna ashoe wanna purse yknow hat im saying want youto buy hat im saying ha metaphor daddy,Bad Liar
see hed trouble,Ain't No Rest for the Wicked
look daddy life well maybe illjust stay monica,Pumped Up Kicks
well guess weve established whosstaying monica,Bad Liar
well maybe thats decision well maybei dont need money wait wait said maybe,American Idiot
joey stop hitting weddingday,B.Y.O.B.
please dont ahorrible sound,I Write Sins Not Tragedies
maybe,Bad Liar
rach wait cancel,Attention
im sorry didnt catch name paulwas,The Ballad of Mona Lisa
wandering,Toxicity
heres little tip shereally likes rub neck spot untilit starts get little red,Young Dumb & Broke
well kinda supposed headed foraruba honeymoon nothing,New Rules
oh wish could dont want,I Bet My Life
im thinking weve got abookcase,Dance Off (feat. Idris Elba & Anderson .Paak)
would tosay lshaped bracket,Not Afraid
done bookcase,A Million Dreams
heyheyheyhey youregonna start stuff outta,Duality
yes please dont spoilall fun,C'mon - Single Version
ross let ask question got thefurniture stereo good tv get,Build God
oh god,American Idiot
got screwed,Symphony Of Destruction - Remastered 2012
oh god,Beautiful Alien (feat. AI AM) - Radio Edit
know know im idiot guess ishould caught started going dentist four five times week imean clean teeth get,Ain't No Rest for the Wicked
brothers going right nowhes mess get,Nothing Else Matters
well might try accidentally breakingsomething valuable say,Radioactive
im divorced im only26 im divorced,Middle Of A Breakup
shut,Symphony Of Destruction - Remastered 2012
took hour,Can't Hold Us (feat. Ray Dalton)
look ross gottaunderstand us havent relationship lasted longer mento,Ain't No Rest for the Wicked
know scariest part iftheres one woman everybody yknow mean get one woman thatsit unfortunately case one woman,Pt. II
talking one womanthats like saying theres one flavor ice cream lemme tell somethingross theres lots flavors theres rocky road cookie dough bingcherry vanilla could get em jimmies nuts whipped cream thebest thing ever happened got married like eightwelcome back world grab spoon,Can't Hold Us (feat. Ray Dalton)
ever since walked uh,Politik
wanna spell withnoodles,Toxicity
fifth date kindarevelation,The Ballad of Mona Lisa
isnt,Bad Liar
yeah yeah think wereyou gonna say,Dance Off (feat. Idris Elba & Anderson .Paak)
know spit probably whatyou need right um long,Nothing Else Matters
still think um might want thatfifth date,Bad Liar
angelas screamerandrea cats,Kaer Morhen
yknow figure canmake coffee isnt anything cant,You Just Haven't Thought of It Yet
invade polandthere isnt anything cant,You Just Haven't Thought of It Yet
stop,Nightmare
im telling last nightwas like umm birthdays graduations plus barn raising scene,Party Monster
wasnt real date hell youdo real date,Chop Suey!
shut put table back,Symphony Of Destruction - Remastered 2012
right kids gotta get work idont input numbers doesnt make much difference,Bad Liar
yeah jobs see thats webuy stuff,Young Dumb & Broke
doubt mostly regional work,Astronaut In The Ocean
oh wait wait unless happened catchthe reruns production pinocchio,2 MUCH (feat. 24hrs)
today sleep okaytalk barry cant stop smiling,Paradise
see look like slept witha hanger mouth,Duality
oh wow trouble,Beautiful Alien (feat. AI AM) - Radio Edit
want wedding dress hardly used,Immigrant Song - Remaster
think gettinga little ahead selves,Bad Liar
sex didnt,Bleed
oh hate im pushing aunt roz throughparrot jungle youre sex,Duality
mean know paul like know paul,Dance Off (feat. Idris Elba & Anderson .Paak)
kidding take credit paul yknow nosnap turtle two years,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
assume looking answer sophisticated get youinto bed,Toxicity
hate men hate men,Symphony Of Destruction - Remastered 2012
like sort ofbeacon dogs men severe emotional problems hear,Toxicity
guess,Cake By The Ocean
kidding im trained nothing laughed twelveinterviews today,All We Know
would found john david boots sale fiftypercent,Orinoco Flow
theyre new dont need job dont need parents ive gotgreat boots boots,You Just Haven't Thought of It Yet
howd pay,Build God
uh credit card,Bad Liar
oh god come youguys really necessary mean stop charging anytime want,Then We'll Talk
youre welcome remember first came city wasfourteen mom killed stepdad back prison gothere didnt know anybody ended living albino guy likecleaning windshields outside port authority killed foundaromatherapy believe know exactly feel,Everyday Life
dont think,I Bet My Life
cmon cut cut cut cut,Middle Of A Breakup
yknow thinkwe leave kinda like symbolic gesture,Calm Down
cut cut cut cut cut cut cut,Toxicity
thats pauls watch put back found oh boyalright goodnight everybody,Bleed
goodnight,Free Bird - Edit
sorry,Free Bird - Edit
really dont want,Toxicity
split,Bad Liar
oh always figured thought monicas geekyolder brother,Beautiful Alien (feat. AI AM) - Radio Edit
see ya waitwait whats,Bleed
oh wouldnt know greatbutt came bit ya,Believer
yeah yeah ill cup coffee,Lose Yourself
yeah hey heres idea dont use wedding china today,Blinding Lights
honey keeps canceling us take hint,Build God
something gets broken theyre expensive,Paranoid - 2012 - Remaster
ok something gets broken queen comes,Paranoid - 2012 - Remaster
wow parade really good year man horses crap,Katy Perry & Big Sean)
muskogee thats like four hours tulsa woo hoo,Blinding Lights
oh god,Beautiful Alien (feat. AI AM) - Radio Edit
yeah totally forgot im supposed cant believe forgot usually write stuff like arm,Don't Start Now
guess im going come really good reason wasnt producers going mad sat us yesterday said everyone 600 sharp,Sign of the Times
well proved wrong,Titanium (feat. Sia)
hide rings,Nightmare
aw,Pt. II
oh know know ive crazed,Middle Of A Breakup
oh yeah well unless pushed desk vagina shakes head thing,Duality
listen um hair straightener honey really need one im going dinner boyfriends house,Enemy (with JID) - from the series Arcane League of Legends
mh hmm,Heaven and Hell - 2008 Remaster
uh emma,Toxicity
creepy guy high school huge crush since like ninth grade,Sign of the Times
im talking rachel fat,I Don’t Wanna Live Forever (Fifty Shades Darker)
careful hands chandler china plate careful careful,Nightmare
ill tell rest lives ill careful told otherwise looks china hey wait minute isnt china picked,Then We'll Talk
know left store chose different ones,Pumped Up Kicks
well offense honey taste little feminine,Middle Of A Breakup
need good lie,Sign of the Times
need good lie explain wasnt work thing today,Bad Liar
ooh honey stink lying,Royals
oh really okay let ask something yesterday coffee house went bathroom came back muffin gonewho took,Bleed
somebody opened door coffee house raccoon came running went straight muffin said hey dont eat thatthats phoebes said pause said joey stink lying going,Toxicity
dont worry dont worry well come good lie ill help practice,You Just Haven't Thought of It Yet
uh forgetting work thing rolls sleeve right arm shows phoebe looks,Toxicity
pick grandma airport,Someone In The Crowd
oh man,All We Know
sure dont live,Toxicity
god unbelievable,B.Y.O.B.
boyfriend canceled mean finally find real relationship mean someone spend day wife comes back town swear almost worth dating married guys,Ain't No Rest for the Wicked
dont say,Middle Of A Breakup
oh amy dont cry amy um ross could talk private,Then We'll Talk
ok fine dont want bonding much dont want telling emma needs nose job,All We Know
ross know may need onewere going make peace,New Rules
oh god youre days lives,Trndsttr
pheebs still need help,Rain
oh right ok um ok lie tell way tell example look ground youre talking people know youre lying,Toxicity
oh dont know hard know mean lying basically acting terrfic actor,Chop Suey!
oh put nap,Lose Yourself
oh thinking know would incredible guys died,Radioactive
would get baby mean know would like movie like first wouldnt know would rise occasion would get makeover id get married,Thunder
listen guys could stop anything cause know youd dead thinking changing name im really big fan emily,B.Y.O.B.
honey dont know tell um something happen ross ross rachel knock wood um wouldnt get baby,Cirice
well havent offically asked yet would want monica chandler,Smooth Criminal - 2012 Remaster
dont believe hold second guys die dont get baby,Middle Of A Breakup
connected mean shes shes lump,Toxicity
know guys got say means much would trust child mean know monica trying baby know ive doubts skills father two two starts cry,Die For You
hey come plates less fancy everyone elses trust fancy plate,Bad Liar
slap face im sister would give baby strangers,Eye For an Eye
ross sister really fat,B.Y.O.B.
really dorky girl high school used follow rachel around like puppy dog,Disintegration - 2010 Remaster
hey amy youve got stop,Toxicity
okay guys die crazy plate lady dies get baby,Painkiller
crazy plate lad sees monica frustrated comment monica dies would get emma right,Bad Liar
hurts doesnt,Eye For an Eye
yeah hes lying looked,Astronaut In The Ocean
well wrong incomptent managed survive whatever killed three,Sugar
yeah wed want make sure emma someone like monica uh uh discliplinarin someone firm strict,Can't Hold Us (feat. Ray Dalton)
let get straight two friends die get emma wife dies emma one tiny ray hope left life gets taken away,Eye For an Eye
theres movie claps,ZT (3x3)
hey disappeared dinner,Kaer Morhen
oh somebody miss child raise poorly,Immigrant Song - Remaster
ross rachel dont know theyre talking mean like responsible emma product bottle merlot five year old condom,Symphony Of Destruction - Remastered 2012
yeah everything said exaclty worried kid true look everybody knows,Cirice
nothing raccoon,B.Y.O.B.
arg alright ill take care throws hands air,American Idiot
oh wait,Sugar
hey dude okay sorry,Don't Panic
ucch pauses uchh louder time case hadnt noticed im talking,B.Y.O.B.
uchh much louder longer amys,B.Y.O.B.
might one chance baby rachel mean know busy focusing carrer,Every Teardrop Is a Waterfall
um im decorator,Hall of Fame (feat. will.i.am)
sup want talk supportive didnt even come visit hospital baby,Hurricane
oh yeah well didnt come see hospital getting lips done,Middle Of A Breakup
oh whose side back amy im giving emma way could handle responibility child,B.Y.O.B.
hard could,New Rules
want know dont want baby,Toxicity
uh huh,I Bet My Life
dont want happy always jealous,Duality
jealous lack responsiblity immaturity total disregard peoples feelings,B.Y.O.B.
uh name know know youve always like everything couldnt anything like junior high stole timmy mean even realize much hurt,Hurricane
cannot cannot believe invited today,Unsainted
yeah well know cannot believe socalled sister gets 30 discount ralph lauren still pay retail,Killing In The Name
ah ha ha ah ha ha evil meancing laughter forty five,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
bitch think youre perfect new baby small apartment directs ross turns throws towel hand table well let tell something baby isnt even cute,Duality
heey man work,Moves Like Jagger
put plates boxes put plates boxes,Symphony Of Destruction - Remastered 2012
push,Friction
forget bubblewrap isnt time,Killing In The Name
oh god shouldnt stop,Raining Blood
mind lets throw jello,Cowboys from Hell
ew gross,Beautiful Alien (feat. AI AM) - Radio Edit
alright apartment behave way cant act age shouldnt plates may nice pretty pink ones picked theyre important monica want apologize right,Duality
im sorry,Don't Let The Light Go Out
mon im sorry,Nothing Else Matters
okay thats better want apologize mean,Titanium (feat. Sia)
dude well done know die rachel dies monica dies totally take care emma,MONEY
okay know eats five times day shoves pennies nose,Immigrant Song - Remaster
uh huh mean things happen plate like somebody died,I Write Sins Not Tragedies
dont care pauses realizes oh god ive lost scold,Laid to Rest
look amy got little controlum im sorry youre sister uh really means much,Don't Let The Light Go Out
uh going let use ralph lauren discount,Psychosocial
needs changing,Hall of Fame (feat. will.i.am)
oh ill get im supercompentent totally responsibile fourth line raise emma ill right emma let get trusty diaper bag knocks box china well know guess ill one dies first,Astronaut In The Ocean
hey monica know broken plates yet,Attention
nope,Bleed
broke huh,Toxicity
bye plates,Sparks
could fall asleep play,Kaer Morhen
onewoman play called dont like bitter womans journey life,American Idiot
know know drive vote work broads want,Duality
wish could found work,Psychosocial
think possible two friends fool around big deal,Toxicity
dont think ever works,Toxicity
wanna fool around,Bonfire
wanna fool around joey,Collar Full
know friends fool around,Attention
dont know names said,Bleed
rachel things get incredibly complicated,Chop Suey!
hell cooking,Symphony Of Destruction - Remastered 2012
whats bad,Bleed
know theyre gonna couple windbags wearing tweed jackets suede elbow patches,B.Y.O.B.
oh big deal mean werent id know gym working,Psychosocial
oh ha wrote one minute,Can't Hold Us (feat. Ray Dalton)
oh ah isnt another professor supposed come us,Nearly Witches (Ever Since We Met...)
dont think,Royals
oh well hes obviously late rule class cant come time,Duality
dont think wait,Painkiller
oh damn,Symphony Of Destruction - Remastered 2012
whats happenin,Don't Panic
yeah real shame cant make onewoman show tonight,♾
werent going tell us think gonna get away,Symphony Of Destruction - Remastered 2012
didnt tell im stupider jane rogers,Eye For an Eye
oh thats got tickets play get rid us,Duality
oh year set nighttime tour button factory,Jaykae & Aitch]
joey wouldnt invite us parties,Wrong
youre fine ok everyone else acts like idiot around famous people,New Rules
thats im allergic,All We Know
im also allergic peanuts cashews almonds filberts,All We Know
basically nuts,Bleed
oh god,goosebumps
ive lost live,Middle Of A Breakup
lets ditch,One of the Drunks
come hes still bathroom im begging,Killing In The Name
well think hes little,Bleed
yeah saw article coffee table memorized title freak,Rock You Like A Hurricane
really whwhats wrong,Toxicity
dont know think kind serious oh know watching thing tv morning newcastle disease think might,Paranoid - 2012 - Remaster
oh newcastle disease secretion borne virus affects chickens poultry,Lose Yourself
im sorry rachel charlie wealer shes collegue,Lose Yourself
oh hi would check hand im sure dont want get chicken disease,Give It Up
youre sick,Toxicity
wanna stay home make move joey,Symphony Of Destruction - Remastered 2012
didnt want guys know came tell,Bonfire
thought came say sick,Middle Of A Breakup
joeys party wasnt gonna invite us,Rolling in the Deep
horrible museum tour,B.Y.O.B.
know party joey,Bleed
oh god kyle lowder,Trndsttr
hey thats didnt invite calm alright go go get drink something,I Write Sins Not Tragedies
oh yeah thats want inhibitions lowered,The Ballad of Mona Lisa
monica might want remember married,Bleed
hell,Are You Dead Yet?
call,Dance Off (feat. Idris Elba & Anderson .Paak)
guess forgotten joey,Disintegration - 2010 Remaster
yeah well guess forgotten joey clearly youve forgotten chandler,Hurricane
ooh sad still cant easy leave harvard especially working alongside nobel prize winner like albert wintermeyer,Plastic Heart
actually alby guy broke,Bohemian Rhapsody
dated albert wintermeyer,Chop Suey!
eh think mean went guy improved accuracy radiocarbon dating factor 10,Immigrant Song - Remaster
ok want dirt alby seriously insecure mean,B.Y.O.B.
oh god ever relationship someone,Immigrant Song - Remaster
oh whats matter,Don't Panic
dates geniuses nobel prize winners oh god chinese restaurant earlier today put chopsticks mouth pretented woolly mammoth,Sugar
worse,All We Know
oh im actor im professor palaeontology,Hall of Fame (feat. will.i.am)
hey ross listen dirk wondering woman brought guys together,Attention
boys gave phone numbers,Buni
nothing major know theyre really good enough deserve best,Somebody That I Used To Know
yes cause live together thats joke,All We Know
oh god honey im sorry,Done for Me (feat. Kehlani)
well missed powerful three hours history theater,Thunder
somebody sign bra,We Are Young (feat. Janelle Monáe)
hey ross listen dinosaur girl really gonna let couple nobel prizes scare come piece paper,Royals
go charlie point ok dated also broke maybe shes looking know slum average joe phd,Bleed
yeah maybe whole career front mean still win nobel prize although last two papers ive written widely discredited,Whatever It Takes
cant friends hooking bad idea,Psychosocial
guys youve got phone numbers dont kiss one,Rain
could could dont want want kiss joey,Señorita
cant stop,I Bet My Life
dont like chapter one first period,Sugar
whatwhat you’re gonna leave person,goosebumps
kidding,Symphony Of Destruction - Remastered 2012
casually slip y’know lay groundwork tell uhi’m loner—no outlaw tell doesn’t want get mixed withthe likes,I Dunno (feat. Dutchavelli & Stormzy)
y’know that’s lot remember can’t tellher you’re pig,Duality
hey i’m gonna call later honest oh come chandler used todo he’d even make girl pancakes plus he’d make extras leave‘em,"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack"
well forget i’m telling girl anything myresponsibility,Bad Liar
yeah joey kinda disabled moved,Bad Liar
sorry,Kaer Morhen
didn’t bring,Free Bird - Edit
sent chicken back,Toxicity
says it’s dry wants come back andexplain,Bad Liar
oh… uh…,Heaven and Hell - 2008 Remaster
oh…my…gawd sorry sweetie okay youdidn’t tell getting married,Nightmare
freak,Heaven and Hell - 2008 Remaster
huh,Toxicity
well corned asked wedding town mean whatwas supposed,Sugar
think she’s gonna sit quietly youdon’t think she’s gonna want make toast don’t think she’sgonna want grab microphone sing,LA Devotee
oh god she’s gonna like chicken night either isshe,Monster
soso would’ve lied,Chop Suey!
wouldn’t ya erin great thenthen there’s guys,Yellow
call,Enemy (with JID) - from the series Arcane League of Legends
bye,Don't Panic
byebye,Don't Panic
bye,I Feel It Coming
system kinda broke huh,Bleed
oh joey i’m sorry couldn’t tell thingsyou wanted tell y’know got talking i…,Build God
look i’m sorry guys ii don’t think,Schism
whatever,I Write Sins Not Tragedies
i’m sorry,Chop Suey!
doctoral dissertation library school went see itand students makin’ babies right middle paleontologysection,All We Know
let ask something school like uh place oncampus students went uh fool around,Flashback
yeah was—there corner library wherewhereall dusty books nobody ever read—yes,Heat Waves
hold second fifth floor back wall,Toxicity
well what’s rush,Bad Liar
what’s wrong,Skyfall
oh phoebe forgot party go,I Bet My Life
excuse hi i’m professor know paleontologysection fifth floor stack 437,Hotter Than Hell
well yes give five minutes find someoneto cover shift,It's My Life
hi wondering possible increase security thepaleontology section see ii wrote book instead reading peopleareareare well rolling around front,Middle Of A Breakup
yay oh you’re you’re mad us anymore,Alors on danse - Radio Edit
guys totally right much better thefirst time went y’know awkward really nervous,Calm Down
oh oh cannot believe clark stood,Ain't No Rest for the Wicked
oh stupid it’s three hours,Friction
oh…wait…you two think family oh ask yousomething honest want sing,Katy Perry & Big Sean)
shut,Duality
okay wait okay telltell like please mean tell methat like,The Hardest Part
said liked mean happened ya justchange mind,Sugar
ugh tramp,B.Y.O.B.
really don’t think y’know maybe guyscould help clue y’know tell i’mi’m interested aserious relationship something,Bleed
yeah mean like you’re kind loner,Toxicity
oh well guess italian isn’t one four languages speak,Bleed
regular old flying dwarf,Hall of Fame (feat. will.i.am)
uhh…,Toxicity
uh actually find marion’s views far progressionist,B.Y.O.B.
find marion’s views far progressionist,All We Know
i’m sorry,Toxicity
well uh skipped forth grade,Organ Variation
very…very sorry,Nothing Else Matters
oh great mean walked around village went thisice cream place split milkshake 7030 still… guess i’mthinking taking upstate one bed breakfasts,Someone In The Crowd
nonononono it’s surprise it’s gonna trickythought said gonna pretty busy work,Needled 24 / 7
gettin’,Toxicity
well told said she’s kinda loner,Heat Waves
don’t next time make sure really likes,One of the Drunks
janice umm,Bleed
please it’s otherwise really don’t know imight,Cirice
aren’t tinsy bit curious,Collar Full
we’ll just…we’ll let stay,Psychosocial
nononono let stay stay,Paranoid - 2012 - Remaster
kinda like barca lounger,Baby Blue - Remastered 2010
hey guys umm either one want get itake bath,I Dunno (feat. Dutchavelli & Stormzy)
janice i’m sorry umm can’t stay tonight,Ain't No Rest for the Wicked
honestly apartment hotbed electromagnetic activity nowmonica immunized sadly,Sign of the Times
chandler still feelings,Wrong
that’s right that’s right can’tstay tonight probably shouldn’t come wedding,I Dunno (feat. Dutchavelli & Stormzy)
mean realize feelings may never completely go away,Middle Of A Breakup
whats matter,Toxicity
wanted kiss midnight nobody else going soyknow…,2 MUCH (feat. 24hrs)
right ill take care,Whatever It Takes
oh wait joey,goosebumps
well gotta kiss someone cant kiss sister,Royals
awww man really,Duality
dudedude would rather kiss sister chandler,Animals
obvious doesnt ask,Build God
well everyones gotta kiss someone cant kiss ross got thehistory,Bleed
would rather kiss chandler,C'mon - Single Version
yknow im gonna go limb say divorces 99,Can't Hold Us (feat. Ray Dalton)
divorce isnt even final yet,I Bet My Life
want us leave room,Sugar
everyday gonna one thing havent done,Thunder
maybe resolution make fun friends especially theones may soon flying europe free plane,Smooth Criminal - 2012 Remaster
better chance sprouting wings flying nose thanyou making fun us,The Pot
fact ill bet 50 bucks cant go whole year withoutmaking fun us eh yknow better yet week,One of the Drunks
ohh,Heaven and Hell - 2008 Remaster
really whowho taught,Cotton Eye Joe
op look claire forgot glasses shes gonna really needingthese keep eye boyfriend hear needs keep stapler deskdrawer know im talking,Beautiful Alien (feat. AI AM) - Radio Edit
hey rach maybe resolution umm gossip less,Royals
well maybe sometimes find things hear something passthat information yknow kinda like public service doesnt mean im gossip imean would call ted kopel gossip,New Rules
well ted kopel talked coworkers botched boob jobs would,B.Y.O.B.
yeah listen thought getting better way home today istopped guitar store and…,Old Town Road
dont touch one,Duality
look like freak,Somebody That I Used To Know
blind child,Blackwater Park
take pictures us together mean really thinkits best resolution everyone enjoy pictures,Orinoco Flow
pants couch umm hey mind iuse bathroom,Sugar
oh god,Hail to the King
didnt touch guitar,Beautiful Alien (feat. AI AM) - Radio Edit
yknow none student thought stupid,New Rules
yeah well yknow maybe need try little harder,Royals
