Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
would let go big deal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
come guys pee standing,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
ok know blows mind women see breasts time wantyou look get work done beyond,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
oh ok know dont get way guys many meanthings even care,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
even say breaking janice,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
chandler nobody likes breaking someone gotta,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know hard know mean youre sittingthere idea whats happening finally get courageto theres horrible awkward moment youve handed note,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
break man stop calling,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
know want ill,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
oh thanks think shed feel like gangin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
mean break janice ill break tony,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
oh youre breaking tony,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
father wants give mercedes convertible,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
guy burns,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yeah well mercedes move back home oh horrible hecalled,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
ooh hate father calls,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
give whole yourenotuptothis thingagain,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh yeah yeah actually got extended disco version threechoruses youll never make,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
god angela,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Negative
thats im wearing dress accents boobs,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
dont say,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
uh rachel uh whatre tonight,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh uh wanna hear freaky coincidence guess whos laundrythere,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
clear hey dont um dont join youboth,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Negative
dont laundry room building,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yes laundry room building um theres ratproblem apparently theyre attracted dryer sheets theyre goin fine buttheyre comin fluffy anyway say sevenish,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
forget joey im bob,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Negative
bob hells bob,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah well sorry joe said lets friends guess,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
know bob girlfriend uh uh monica,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,Negative
forget cousin could belch alphabet,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
ugly naked guys laying kitchen tile eww,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
eww look im asking favor brother maybeangela come back,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,Negative
whats going go tons girls,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
laundry thinking minimal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yuhhuh,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
whatre saying shave pick wine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh uh fabric softener,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
ok ok wrong,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god joey know guy could horribly,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
horribly attractive ill shutting,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
nice never anything two us,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
great maybe tomorrow rent car run somepuppies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
eww dont wanna,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh god glad called supremely awfulday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
well knew rockys figured know canwear bullwinkle bullwinkle wear rocky rockyor mix matchmoose squirrel whatever want,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
well im gonna get another espresso get another latte,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
yeah really hard,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh yeah hug looked pretty brutal,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
oh scuse kinda using machine,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh im sorry basket really pretty unfortunately idont see suds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
hi uh nothing horrible woman took machine,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
well thats youre sweet gentle uhdo uh doyouoh hey uh must need detergent,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
rach uh gonna separate,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
oh god oh like total laundry spaz mean supposedto use like one machine shirts another machine pants,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
rach never done,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
well know people ok caught meim laundry virgin,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
uh well dont worry ill use gentle cycle ok um basically youwanna use one machine whites whole nother machine colors thirdfor uh uh delicates would bras underpanty things,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
suddenly feeling falling im,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Negative
angela huh,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Negative
youre lucky man know miss cutenibbly noise eats like happy little squirrel weasel,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Negative
huh never really noticed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
yeah gonna last shes much bed sexually,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
know else hes unbelievable bed,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
ok like pulling bandaid itreally fast wound exposed,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Negative
ok know gonna sound really stupid feel cando know actually laundry isnt anything cant,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
uhoh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
ross whats matter,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
nothing nothing leelo laundrys done,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
right right left red sock yourwhites everythings kinda pink,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
oh everythings pink,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
yeah uh except red sock still red im sorry pleasedont upset could happen anyone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
except didnt happened oh god im gonna look like bigmarshmallow peep fathers right cant live myown cant even laundry,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
something went wrong underdog couldnt get head toinflate anyway um head like flopping broadway right im justthinking inappropriate um ive got something eye uh joey couldwe check light please,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
joey sick disgusting its—not really true isit,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Negative
well whos say whats true mean,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
ow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
wait wait wait want want likes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
yeah im thinking put heads together two uswe break,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
im sorry cant believe couldnt stop laughingat norman mailer story,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Negative
uh waiter one plate chicken wings,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
oh god im sorry ok,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ow um lens lens ill right back,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh dont know million,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
wait breathe,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Negative
oh guess except everything looks like jammies,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
whoa im sorry excuse cart,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
yeah well 24inch waist lose things come getoutta way,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Negative
im sorry know maybe wasnt clear uh cart,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
hey hey hey hey quit making rules,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
let go,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
right listen missy want cart youre gonna totake,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
still hurt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
ripped couple apart kept pieces,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
oh needed time grieve,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Negative
oughta,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
told carl ‘nobody matter famous parents arenobody allowed climb dinosaur’ course went one ear andout,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
question ah ‘egg gellers’ war cry yourneighbourhood,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Negative
ewww oh it’s mattress king,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Negative
booo,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,Negative
wait wait wanna see divorce half kingdomis gonna mine,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Negative
wank,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
oh cannot believe he’s using divorce sell mattresses,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
oh shoot tomorrow’s good i’m supposed um fall offthe empire state building land bicycle seat sorry,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
please refers ‘wethead’,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
guess,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
well it’s part i’m teaching acting soap operasdown learning extension,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
y’know probably allowed sleep students,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
ugh don’t know monica feels funny mean ifyou buy bed janice’s exhusband that’s like betraying chandler,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh guess got audition,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
want lie chandler,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
problem,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah well learn staying youngmen weren’t acting christian enough,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
ahh,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
hey oww i’m bleeding,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Negative
‘kay put head back,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
umhmm,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
ugh museum,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
never library mean libraries ahi never worked one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yeah actually daddy ross allergic lobster,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Negative
kind person allergic lobster guess kind ofperson works library,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
dr green how’s old boat,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
found rust know rust boat,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Negative
aw honey stop it’s bad,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
that’s daddy doesn’t bother you’re awaitress,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
yes bothers ross yknow regular coffeehouse i’d serving sneezers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
ross i’ve bugged million times he’s notgonna change,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
really serve people sneezers,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
oh wait wait wait wait think forgot receipt,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
carbon it’s messy mean gets fingers causesthe ah night blindness,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
oh yeah would um problem ii tip way toomuch way way much it’s sickness really,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Negative
excuse think i’m cheap,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
oh daddy didn’t mean anything reallydidn’t,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
nothing means anything really,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
well mr big shot better ‘wethead’,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
guess got audition,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
wondering would consider coaching,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
four percent okay tip there’s bug myfood,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
yeah i’m gonna go doctor went school minimall,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
i’m i’m freaking monica kinda trusted somethingand shouldn’t right haven’t lived toask something monica still turn lights bedroom,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
look honey tried make nice doesn’t work,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
okay look ross realise father difficult that’swhy got bigger man,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
look sweetie could bigger man could biggest man icould big huge giant man still wouldn’t make difference exceptthat could pick father say ‘like like tiny doctor’,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
okay well can’t try one time ross forme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
rachel one brunch gonna solve anything gotta face okaywe’re never gonna get along,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
isn’t cool varoom varoom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
bed ordered,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
i’m sorry okay ii wasn’t looking store says thatthey won’t take back signed,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Negative
yknow it’s joey’s fault‘cause left nose open,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
always monica’s bed you’re justnoticing selfinvolved,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
okay well bed isn’t new come plastic onthe mattress,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
look saw best friends brains smeared across canvasthat’s gonna,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Negative
told play boxer gay,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
well ii might’ve said supergay,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
totally screwed,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
joey you’re guy’s teacher mean could,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Negative
look look i’m sorry it’s,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
ross what’s neck,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Negative
he’s got thing keep telling go mychiropractor,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
you’re still going chiropractor man couldn’tget medical school extapa,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Negative
uh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wait minute name dr bobby,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
um excuse helps,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
need help,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
alignment i’ve got one leg shorter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Negative
argue,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Negative
it’s true right leg two inches shorter,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
let go chiropractor,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
i’m sorry let,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
doesn’t listen renter’s insuranceeither,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
wait minute don’t renter’s insurance,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Negative
well somebody steals something gonna run afterhim one leg shorter,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Negative
yeah honey i’m standing right didn’t tellhim mole haven’t got checked yet,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
uh may help,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Negative
yeah talked phone i’m lady got stuckwith racecar bed,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Negative
look it’s like told there’s nothing yousigned monica velula geller,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nobody sees king,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
hey can’t go back,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Negative
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,Negative
whered get fruit four morning,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
went docks bet ya didnt know could get wholesale,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Negative
didnt know docks,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
aww broken,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Negative
tell doctor jumping bed,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
nooo story worked chandler sold,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Negative
well im sorry joe didnt think doctor gonna buy itjust fell socket,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
kids need new shoes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Negative
wouldnt return calls sent back letters,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
oooh oh well awkward,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
oh thats great im stalking wrong woman dingus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh youre dingus,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
want know didnt used like meetyour sister like normal guy sold beepers cellular phones,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Negative
well mean look fault know mean isjust guys okay,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
um well get mean seem really niceguy know dont hard okay,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
sorry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
mon,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
wait minute look,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
empty apartment,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,Negative
alone empty apartment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Negative
okay accept janice asked said took thatto mean calling cow,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
whoa whoa whoa looked never look answer itsjust reflex look fat nooo prettier noo size matter,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
nooo,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,Negative
okay instance lets say janice coming back trip shegives two options option number 1 shell take cab home airport option 2is meet baggage claim,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Negative
thats easy baggage claim,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Negative
okay good good right listen one janicelikes cuddle night know im uh know want togo sleep want space uh tell without knowaccidentally calling fat something,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
im gonna use cushion,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
shoot,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,Negative
youre pretending pillows girl right,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
remember kid mom would drop themovies jar jam little spoon,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Negative
okay first im crazy second say dont spray anyway hisname malcom wasnt following mean cause thought wasursula ick thats thats couldnt come talk causeof restraining order,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Negative
umm feeling better bout malcom,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh god youve got crush sisters stalker,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
im gonna help know get deursulaized like youknow like joey went,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
joey take time thats last batch,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Negative
jam,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
figured need charge seventeen bucks jar break evenso ive got new plan babies,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
well gonna need much bigger jars,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Negative
took 28 years find one man wanna spend life ifi wait another 28 years ill 56 baby thats juststupid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,Negative
thats whats stupid,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
dont need actual man couple best swimmers andthere places go get stuff,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
nightnight bingaling,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Negative
oh log kept recording every movement wanna heresomething,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Negative
mean theres one us,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Negative
honey im sorry hes right love youre crazy,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Negative
crazy,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
crazy isnt ideal way tosomething,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Negative
check jam crackers,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Negative
go sperm bank,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
noooo thats wearing donated im kinda surprisedtheres boys left,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,Negative
maybe call place get put days liveson know juice puppy little,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Negative
hows maniac,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh know hes stuff anymore hequit,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Negative
pheebs guy obsessed sister god knows howlong okay dont give something like,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,Negative
youre taking word guy night vision goggles,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
pheebs wake smell restraining order,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh thats would forget mine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
oh god crazy chandler spun meoffthebed,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Negative
know hugs kinda rolls away ohmygod,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Negative
um perhaps yes yes im sorry im sorry afraid youwere still hung sister,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Negative
im sorry im sorry tried stop couldnt im pathetic,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Negative
uhhuh dont know,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
sperm regular,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Negative
ii figured wouldve picked blond guy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Negative
dont know always pictured ending one tallsmart blond guys name like hoyt,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Negative
wear little water wings know theyretheyre running around deck hoyt wraps big towel around three ofthem,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Negative
yeah yyou hard say something rachel came toborrow something,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Negative
anyway ross started yelling,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
wait yelling he’s one slept withsomeone else,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
well guess says break happenedthat forgiven,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Negative
whoa soo unreasonable god although think understand whathe means oh god like,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow like like parents got divorcedman hope ross doesn’t try kidnap cub scouts,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,Negative
yeah nobody slept xerox girl,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Negative
oh opposite dream,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Negative
yknow maybe it’s gonna okay mean it’s aweek,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Negative
wait i’m gonna drink somebody’s old coffee,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Negative
