Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative
joey look it’s really sweet…,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
nononono look won’t spit won’t stare atmonica’s breasts y’know everyone knows i’m ass man,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
true,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah important thing won’t likestranger barely knows it’ll swear i’ll areally good job plus y’know love guys andand would really mean lot tome,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Positive
might kinda cool,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
yeah,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey pheebs how’s going,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh god you’ve,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
it’s hexadrin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
coming,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
bone pick,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
yes ben learned little trick,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
that’s right that’s right,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
oh come,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
say,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
case happens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
got ordained,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
minister…,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
nice surprise,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well y’know neighborhood passed yourbuilding thought what’s carol sweet,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
phoebe face fine come none stuff going tohappen stop baby,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah ookay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
receiving,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
see joe that’s grrreat one cool thingsabout somebody know perform ceremony usy’know personal tell stories us,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
ooh like time went atlantic city made laugh sohard threw whole steak remember,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive
see joe want tell stories y’know romanticstories nice stories,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh okay ooh ooh okay maybe i’ll talk london y’knowwhen two hooked won’t say hooked i’ll say begantheir beautiful journey…,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
go,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
…by doin’,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
joe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
okay right umm uh happen eyes meetacross room next thing y’know you’re bathtub togetherand she’s feeding strawberries,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Positive
yeah call london style,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah baby,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
perfect gentleman walked hotel room andsaid goodnight,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
later night…,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
well look it’s really emotional time y’know andyou’ve lot drink you’ve got let,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
well anymore,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know thought would fun,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
doesn’t feel weird,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
you’re really good kisser,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
wow really fast,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
bodes well speed impresses,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
we’re gonna see naked,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yep,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
wanna time,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
count three,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
one,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
two,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
eh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
hey nononono it’s cool it’s cool ii’ll asecond i’m still bride’s maid just—where condoms youbrought,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Positive
iii’m fine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
okay change topic it’s,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Positive
okay fine,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
wait chandler come let’s—it’s big deal,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
agreed,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
rachel,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive
i’m visiting good friend carol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
good friend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
what’s last name,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
nice way uh line face,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
line,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
what’s funny,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
practical jokes,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh i…i think they’re funny,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
line face,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,Positive
okay maybe funny you…,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
carol they’re funny kids hurting,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
that’s want uh i’m glad guys bondingbut i…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
look joe know wanted wedding…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
noheyno don’t want except don’tcare just…i don’t want upset,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
upset okay,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah like half hour one night chandler wants therest life you’re lucky look missed therealthough know could never worked like guys ‘cause guysare perfect y’know look andand see together itjust…itit fits y’know know it’s gonna last forever,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
that’s say,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
you’re marrying us that’s say,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
really,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
i’d love would,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
words,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive
hey i’m sorry uh way youcan look ben little bit ii’ve got meeting school andand heheasked uh ‘fun aunt’ rachel so…,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay i’ll see later pal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
oh i…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
finish talking ben,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Positive
heyhey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
guys okay,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yeah talked monica made see reacted littlebit things life important,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive
honey dinner’s ready,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
favorite,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yep lot’s,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
go,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
id say looks naked buddy moving,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey hey hes moving maybe try get place,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
good idea yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
would cool live across guys,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well eye immediately goes big naked man,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive
phoebe phoebe okay okay,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
know know know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
know,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Positive
joey come come,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
phoebe found monica chandler,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
joey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
could,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ohhh ii would enjoy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive
hey ooh wow jacket looks great,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
really,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well really wanna know im—oh cant tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
phoebe tell anything,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
whats going,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
cute get cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
well grandfather swedish grandmother actually atiny little bunny,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Positive
okay youre even cuter,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yknow popular opinion today must say,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
thats possible,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
well flexed right,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
hey mon wanna come see movie us,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
hey chandler wanna,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey ross word apartment yet,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
oh pinball machine big bow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
new mountain bike,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
well send,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well yeah someone sent us basket work people went crazyover little muffins best day,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
actually,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
okay believe shes attracted,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
ohhh oh god oh god knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yeah,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
phoebe knows us,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Positive
well,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
rachel wouldve told made promise tell,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
yknow,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
im listening,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well gravity boots,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
yeah broke,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
likes break stuff,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive
eh,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Positive
well know thing said id lying said iwasnt intrigued,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
know know,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Positive
oh yeah theyre totally gonna back,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh yeah,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right right wants date hes gonna get date allright im gonna go,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right sexy,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
chandler iid love come tonight,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh absolutely shall say around seven,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good im really looking forward sexualintercourse,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
yeah naked ross,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
show time,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay rachel get perfume,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right itll great make think wanna sexwith itll totally freak,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Positive
okay listen far gonna go,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive
relax sheshes gonna give way,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
youre team team always wins,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
good idea,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh dont give away farm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
chandler,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
come,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
sure,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
want happen,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
im gonna put music,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
look good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh want,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
ooh,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
okay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
first time,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
course,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh youreyoure going,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Positive
kiss first,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
ooh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
well guess theres nothing left us butbut kiss,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
comes first kiss,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive
okay okay okay win win cant sex ya,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive
im love monica,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
youreyoure,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive
dude,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
right thats everybody knows,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yes wed appreciate one told yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
new place new ross im gonna guys workover yknow furnished,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive
must say nice see back feet,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
well whole rage thing definitely behind,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
wonder time rejoin team museum,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
ross,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive
take thee emily,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
yes yes go,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ross…,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
take thee,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
happy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
yay,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
may kiss bride,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive
keep smiling,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well went well yeah,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yes waltham interiors,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh god phoebe,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Positive
hello,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Positive
seven times,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,Positive
i’ll meet two minutes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
okay,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
monica,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive
okay you’re right you’re right can’t help,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
oh yeah well serves steak there’s place sit imean supposed eat,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive
that’s true,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
man’s got point,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
oh hi,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
oh could better it’s gonna okay right,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,Positive
right…,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
oh right,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
well look thing,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive
oh god rachel hi,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh hello rachel,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
ross said name okay,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
yes change first,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
yeah we’ll like five minutes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
oh yay…,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
great…,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi happened,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive
well ross said name,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
wow look…,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive
time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
hey dude let got girl,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
well i’ve got girl,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
look one us gonna sex,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
well suppose i’d say we’rewatching movie,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive
really think okay,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive
oh it’s beautiful ohh y’know ii don’t know ifeel right,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Positive
oh monmonmonmonlook honeymoon suite,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
i’ve looked everywhere,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive
yeah think keep looking,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah 30 minutes,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
45,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah we’re gonna go,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
actually guys mind staying,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
yeah it’s large plane,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
we’ll stay,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
we’ve come things,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Positive
we’re sad didn’t work andemily monkey think you’re absolutely delicious,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Positive
excuse i’m standing right,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
oh yes,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
y’know maybe it’s best never got,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,Positive
‘kay,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
ask something,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
felicity we’re watching,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
thanks man,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
much taller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
hey monica wow you’ve bathroom like halfhour,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive
know,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
phoebe sex,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Positive
right i’m gonna go say hi chick duck,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive
oh,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive
oh right maybe i’ll go home,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,Positive
well certainly alone,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
yes good thing ‘not new york’ rule,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
right,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
well ananyway just—that night meant lot guessi’m trying say thanks,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Positive
oh y’know night meant lot wasn’tbecause bad place anything meant lot ‘causeyou’re really hot okay,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive
i’m cute,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
you’re cute,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive
counts,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive
hi,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
well iii’ve standby flight home hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive
yet,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive
difference,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
get well that’s,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
know think go,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Positive
yeah think go get distance clearyour head think it’d really good,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
oh come ross think would,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
could yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
yeah,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive
good,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
know,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive
right,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive
