Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism,Positive/Negative,Song Recommendations
oh yay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
yeah it’s great part boxer named nick i’m soso right yknow he’s like except he’s boxer eviltwin,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
hey monica bought bed mattress king,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
hey you’re ah pretty good,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hey,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
oh oh oh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
okay great,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
wow i’m vegetarian right right well i’msorry we’ll put ice,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Rock You Like A Hurricane"
right can’t see,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
right ya oh god,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, goosebumps"
bedroom ya want miss geller,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
oh it’s compulsively neat one window okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
hi daddy,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
put table available thekitchen hello baby,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
remember ross,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Positive,"Kaer Morhen, Hotel California - 2013 Remaster, Midnight"
nice see dr green,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
happened library,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Positive,"Build God, Then We'll Talk, Schism, The Sound of Silence"
know what’s really good lobster sayshall order three,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
it’s library,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
gives nice antiquey look,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Positive,"Speed of Sound, Calm Down, Clocks"
excuse moment please want say good night tothe levines go,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Don't Panic, Into the Unknown - Panic! At The Disco Version, Take on Me"
yeah that’s daddy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
well um,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
kids ready,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
thanks dr green,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Party Monster, Blinding Lights, Savage Love (Laxed - Siren Beat)"
right,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh ah don’t need,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
hey mr trib,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Often, Titanium (feat. Sia), The Greatest"
heyhey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
awww one students got audition i’m proud,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Waterloo, Alors on danse - Radio Edit, Safe To Say"
bet what’s part,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
oh it’s great it’s role,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
didn’t couldn’t leave italone,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Positive,"B.Y.O.B., Duality, Symphony Of Destruction - Remastered 2012"
hey pheebs,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
um yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
right look here’s bottom line ross fixable ifwe act fast okay i’ll invite brunch tomorrow make nice,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
know must’ve like contest something,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
phoebe,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
car bedroom,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
sign,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
make brownies today,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
knock knock,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
it’s monica’s bed,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
whoa really good,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
thanks suggestions,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"The Ballad of Mona Lisa, Dance Off (feat. Idris Elba & Anderson .Paak), Location"
monica guy’s good really really want thispart,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,Positive,"WILD, Clarity, It's Time"
well really really want it’s okay,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
baby ross,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
thanks dinner last night,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Party Monster, Blinding Lights, Savage Love (Laxed - Siren Beat)"
thank teaching valuable lesson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, A Million Dreams, Pumped Up Kicks"
nice hair what’d ya swim,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Positive,"Toxicity, Build God, Then We'll Talk, Bad Liar"
he’s interested hehe likes hair justwants know got,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
thank that’s keep saying,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Not Afraid, Hall of Fame (feat. will.i.am)"
excuse dr bobby happens excellent doctor,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
well that’s last name,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
first name,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
he’s bobby bobby,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
it’s robert bobby,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Starboy, Hotter Than Hell, Lose Yourself"
oh,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
ohho please ask,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
know,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Positive,"New Rules, Royals, Astronaut In The Ocean"
hey would ah would like juice,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"Blinding Lights, Don't Panic, Attention"
i’d love juice thanks,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, A Million Dreams, Young Dumb & Broke"
excellent,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
right jester man look wanna see king,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
hey look im making jam since 4 oclock thismorning,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
fruit,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
monicas making jam,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
batch,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
one chance ursula please,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Positive,"It's Time, Rewrite The Stars, Waiting for a Girl like You"
wh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
um yeah want ursula im phoebe twin sisters seriously,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Positive,"Waterloo, Adventure of a Lifetime, Blinding Lights"
really,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
oh thanks lot want get cup coffee,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
yeah okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
look look look,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
oooh,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
okay walk us honey walk us,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
okay well janice said hi look fat today looked ather,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Build God, Then We'll Talk, Ain't No Rest for the Wicked, Middle Of A Breakup"
works ways,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay know stuff,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
well know thirty forty fights kinda catch,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
oh,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
right guys gonna come,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Positive,"Sandstorm, Enemy (with JID) - from the series Arcane League of Legends, Thunder"
uh yeah yeah ill im right behind,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
good luck chandler,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
thank rachel,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
bye sweetie,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
bye hon,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Hold, Yellow"
well thought guys cuddlily sleepers,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Nearly Witches (Ever Since We Met...), Bad Liar"
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay old hug roll,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
yep,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
okay one question,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Positive,"I Dunno (feat. Dutchavelli & Stormzy), No Time for Caution, Don't Panic"
hey phoebe,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Paradise, I Feel It Coming, Alors on danse - Radio Edit"
hey oh know guy whos following talked himtoday,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Positive,"Paranoid - 2012 - Remaster, Monster, Nightmare"
ooh hes like kook hes like thisvery passionate incredibly romantic guy got like tinsy bit carried away youknow get along really well hes cute,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
okay asked news weather,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
hey mon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Pumped Up Kicks, Young Dumb & Broke, Often"
put hands together,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
well happened jam plan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,Positive,"Painkiller, Chop Suey!, Bad Liar"
talking,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
im talking baby,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
serious,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
yeah great thing jam plan taking control mylife asked important thing world thatswhen came baby plan,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
well arent forgetin something uh thatguys name dad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,Positive,"Bad Liar, Rain, Wrong"
docks,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
heres binoculars,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
oh great great youre great know real strong goingstrong keep going,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Whatever It Takes, It's My Life, Whatever It Takes"
night vision goggles book pretend readwhen im watching park mad lips theyre fun,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Hey Look Ma, I Made It, Houdini (feat. Swarmz & Tion Wayne), Boss Bitch"
um even little bit,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Positive,"All We Know, B.Y.O.B., I Write Sins Not Tragedies"
oh okay,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
good thinking,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
thinking would like kiss,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive,"Toothbrush, Bonfire, Into the Unknown - Panic! At The Disco Version"
really,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sugar, Toxicity"
see thats something said maybe could kiss,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Positive,"Toothbrush, Bonfire, Into the Unknown - Panic! At The Disco Version"
thats right jar mustard,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
look cant mon right im im gonnaim im gonna,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Positive,"Monster, Paranoid - 2012 - Remaster, Nightmare"
youre gonna,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
im gonna tell mom,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Raining Blood, Heathens"
lips moving still talking mean may ideal im soready iii see way ben looks makes ache know,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,Positive,"Bohemian Rhapsody, Falling, Someone You Loved"
yeah knicks rule,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Orinoco Flow, Snow (Hey Oh), Can't Feel My Face"
joey,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
thats bought,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
well honey pretty competitive mean ive got actual rocketscientist,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Positive,"Can't Hold Us (feat. Ray Dalton), Moves Like Jagger, There's a Good Reason These Tables Are Numbered Honey, You Just Haven't Thought of It Yet"
oh well hes yummy little kissin,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
look gave night vision goggles everything,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
saying,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Chop Suey!, Build God, Then We'll Talk"
think really like guy trust,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Positive,"Whatever It Takes, It's My Life, Whatever It Takes"
thank monica,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Party Monster, Blinding Lights, Savage Love (Laxed - Siren Beat)"
orrr could follow see goes,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
wow spinning sounds like fun,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Cake By The Ocean, We Are Young (feat. Janelle Monáe), Savage Love (Laxed - Siren Beat)"
phoebe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
yes yes oh,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, Cotton Eye Joe"
following,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Sign of the Times, goosebumps"
oh well know goes identical twin sister justwalkin along looking like like freakish coincidence youknow takes train,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
yeah okay look im going um come op op behind thepillar way gonna go,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Positive,"Chop Suey!, Nearly Witches (Ever Since We Met...), Attention"
going,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
bank,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
sperm,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Positive,"Heaven and Hell - 2008 Remaster, Bleed, Toxicity"
youre really huh,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
oh yeah picked guy 37135,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Smooth Criminal - 2012 Remaster, Dance Off (feat. Idris Elba & Anderson .Paak), The Ballad of Mona Lisa"
sounds nice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"Sparks, Everything's Not Lost - Includes Hidden Track 'Life Is For Living', People of The Pride"
fraid brown hair green eyes,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,Positive,"Heat Waves, Bad Liar, Bohemian Rhapsody"
kiddin hmm,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Positive,"Immigrant Song - Remaster, Don't Panic, Beautiful Alien (feat. AI AM) - Radio Edit"
really,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Positive,"Cotton Eye Joe, Heaven and Hell - 2008 Remaster, Play with Fire (feat. Yacht Money)"
hoyt,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,Positive,"Don't Panic, Cotton Eye Joe, Play with Fire (feat. Yacht Money)"
name yeah saw know great house bigpool,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Positive,"Beautiful Alien (feat. AI AM) - Radio Edit, Immigrant Song - Remaster, ME! (feat. Brendon Urie of Panic! At The Disco)"
really swimmer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
hes got body,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Positive,"It's My Life, Whatever It Takes, Calm Down"
one signs,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,Positive,"Bleed, Bad Liar, Toxicity"
sure gift oh three greatkids,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Positive,"Symphony (feat. Zara Larsson), Let Me Love You, Señorita"
two girls boy,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Blinding Lights, Someone In The Crowd, C'mon - Single Version"
yeah,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
hello,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
sure whats,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Lose Yourself, Hall of Fame (feat. will.i.am), Not Afraid"
see comics,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,Positive,"Bonfire, Trndsttr, Collar Full"
okay,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Don't Panic, Kaer Morhen, Free Bird - Edit"
guys thought taking ross game,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
he’s meeting us,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Positive,"Temperature, Levitating, Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]"
rachel meeting,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Positive,"Chop Suey!, Sugar, Toxicity"
oh come room,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Positive,"Royals, It's My Life, Whatever It Takes"
yeah shoulda last night,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Positive,"Flashback, I Feel It Coming, Party Monster"
happened,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Positive,"Toxicity, Bleed, Chop Suey!"
well ross hangin’ place rachel comes toborrow moisturiser chandler,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Positive,"Young Dumb & Broke, Pumped Up Kicks, A Million Dreams"
