Cleaned_Dialogue,Song Recommendations
know paul,Take on Me
paul wine guy oh yeah know paul,ZT (3x3)
would anybody something like,I Don’t Wanna Live Forever (Fifty Shades Darker)
oh dont hate dontwant put universe,Monster
thought nice yknow,Sugar
got job,Orinoco Flow
yet youre surprisingly upbeat,The Middle
oh well know,Hold
pays,Toxicity
um father,Sign of the Times
cmon cant live parents whole life,Astronaut In The Ocean
know thats getting married,Toothbrush
give break hard first time,Kaer Morhen
thank,Party Monster
word youre looking anyway,Astronaut In The Ocean
im notready ready hey,Heaven and Hell - 2008 Remaster
know youcan,There's a Good Reason These Tables Are Numbered Honey
rachel library card,Chop Suey!
welcome real world sucks youregonna love,Ain't No Rest for the Wicked
gotta go home sometime,Far Too Young to Die
okay,Don't Panic
yeah,Not Afraid
go,Heaven and Hell - 2008 Remaster
okay,Lose Yourself
knew,Dance Off (feat. Idris Elba & Anderson .Paak)
yeah maybe,Schism
okay okay maybe,Smooth Criminal - 2012 Remaster
cant believe im hearing,Duality
ii said,Chop Suey!
oh,Chop Suey!
said nicebutt great butt,Bleed
theres image,Don't Panic
make serving,Chop Suey!
im serving,Lose Yourself
kids new dream im las vegas,Thunder
hey hon could help get plates,Young Dumb & Broke
think save china something really special like queen england comes,C'mon - Single Version
point never use,Then We'll Talk
explain,Lose Yourself
laughs oh yeah like im going let talk queen,Royals
next marching band muskogee ok,Someone In The Crowd
arent one stars popular daytime soap days lives,High Hopes
going,Free Bird - Edit
lot people thankful,A Million Dreams
hello rachel,Don't Panic
favorite sister,Let Me Love You
oh opens door preparing happily says,E1 (3x3)
hair straightener,Don't Panic
um hi,Play with Fire (feat. Yacht Money)
oh hi goes rachel open arms,Señorita
hair straightener,Savage Love (Laxed - Siren Beat)
havent seen like year,Kaer Morhen
oh well yeah um baby,We Are Young (feat. Janelle Monáe)
decorated dads office,Young Dumb & Broke
emmett pointing emma,Charlie Brown
girl,Savage Love (Laxed - Siren Beat)
hey amy,Often
oh amy remember ross,Young Dumb & Broke
really much cuter geeky guy used date,Girls / Girls / Boys
oh suddenly flowers feminine,Toxicity
hey everybody happy thanksgiving,I Feel It Coming
hey happy thanksgiving pheebs motions come,Let Me Love You
hey whats going joe,Don't Panic
oh okay whole man walking moon thing know could could see strings people,Duality
oh great thatd great thank,Alors on danse - Radio Edit
sure work thing,Toxicity
amy pause yes really grabs ross hand support,MONEY
hello yeah um hang one sec ross rachel take upstairs,V
seriously rooms moves hands around motioning rooms ross thought doctor,Toxicity
yeah ross phd,Whatever It Takes
ew walks rachels room im guessing,Toxicity
know mean phd good md,Whatever It Takes
happened,goosebumps
oh looking forward going beautiful thanksgiving going sushi,Someone You Loved
sure want go upstairs,Sandstorm
um look thinking ok monica would like invite amy thanksgiving,C'mon - Single Version
know think thats great idea itll like pilgrims bringing indians syphilis,Katy Perry & Big Sean)
look know shes little tough take else go shes sister alright shes emmas aunt would like bond,Strawberry Swing
hey guys sister amy chandler joey phoebe know mon,Paradise
wow must put lot makeup,Beautiful Alien (feat. AI AM) - Radio Edit
hi,Young Dumb & Broke
welcome first time youre seeing emma,Cotton Eye Joe
oh thats funny noise,Heaven and Hell - 2008 Remaster
thats great movie claps,Can't Feel My Face
emma,Hold
emma ross wants,Someone In The Crowd
phoebe,Paradise
keep making noise,Toxicity
well would,Bleed
cant believe youd want us raise emma,Ain't No Rest for the Wicked
yeah oh god im moved,Cake By The Ocean
see look amy lot closer monica chandler see every day truthfully honey dont seem connected baby,Middle Of A Breakup
points chandler guy seriously,All We Know
okay time dinner everyone using fancy china um expensive please careful,Hey Look Ma
okay clear comedy plates well recieved pinches ross arm,Build God
honey thats special plate see game whoever gets plate wins,Body (Remix) [feat. ArrDee
cant believe,We Are Young (feat. Janelle Monáe)
monica ross sister,Yellow
see way protect plate lets face fun,Paradise
well actually,Can't Hold Us (feat. Ray Dalton)
actually,Toxicity
well case um emma would go parents,Bleed
monicas around im good enough raise emma,Somebody That I Used To Know
honey youre taking wrong way think youre going wonderful parent youre fun parent,MONEY
thats see,Ain't No Rest for the Wicked
look may know lot babies really think im capable,Royals
equally capable youre strongest youre together,Calm Down
ok emma die knocks table shed give,Toxicity
sure monica would give,Don't Let The Light Go Out
lie better right,You Just Haven't Thought of It Yet
yeah theyre right mean im strong father figure never,Ain't No Rest for the Wicked
learn things grow,New Rules
dont know want kid think youre going amazing dad fun parts hard parts,Houdini (feat. Swarmz & Tion Wayne)
oh yeah well picture saying go room youre grounded,American Idiot
hear say youre grounded,Sugar
said last week,Bleed
hard shoes furniture,Killing In The Name
ok thought perfect lie easy remember doesnt invite lot questions werent parade family emergency,Charlie Brown
oh like yeah wasnt parade family emergency,Middle Of A Breakup
ooh happened,Collar Full
setting table,Unsainted
yeah thought would nice use fancy china dessert,LA Devotee
oh nice maybe later go blow noses wedding dress,Katy Perry & Big Sean)
oh thats okay youre totally right dont know anything disciplining child hurt feelings want know die dont get joey,Hurricane
know classic rachel,Astronaut In The Ocean
yeah yeah right remember high school died didnt give baby,Chop Suey!
carrer,Bleed
ok decorate dads office youre decorator okay went zoo yesterday im koala bear,Hall of Fame (feat. will.i.am)
cant ever supportive,American Idiot
first time oh oh gets walks kitchen know want know im giving emily,Chop Suey!
ooh oooh,C'mon - Single Version
timmy boyfriend made,Somebody That I Used To Know
oh come 20 years ago get,I Write Sins Not Tragedies
take back,American Idiot
take back,Symphony Of Destruction - Remastered 2012
going make,Duality
pilates,Often
yoga,Pumped Up Kicks
bring,The Ballad of Mona Lisa
uh yeah think,Toxicity
alright thats pushes amy back,Symphony Of Destruction - Remastered 2012
way fight totally arousing,Immigrant Song - Remaster
oh yeah well thanks,Often
get joey,Collar Full
okay mon,Sarah Smiles
right mourn,Don't Let The Light Go Out
actually pies pie,Toxicity
youre going give baby,Toxicity
yep,Bad Liar
gonna tell,Heaven and Hell - 2008 Remaster
like queen comes,Thunder
hey called producer told family emergency totally bought thanks teaching lie pheebs,Body (Remix) [feat. ArrDee
something happened plates,Chop Suey!
look agent hooked six tickets great play,Orinoco Flow
sounds interesting,Collar Full
guys gonna great time promise,Can't Feel My Face
come dont go,Toxicity
yeah,Not Afraid
reason,Bad Liar
rachel,Toxicity
yeah,Heaven and Hell - 2008 Remaster
hall,Young Dumb & Broke
yeah know ever since dream cant get head whats big deal people time,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
ok top head janet,Smooth Criminal - 2012 Remaster
know work,Free Bird - Edit
one,Bleed
one,Don't Panic
hey,C'mon - Single Version
hey guys wont believe work today,Collar Full
yes ross,Bad Liar
hi hi im ross geller,Young Dumb & Broke
oh hi im professor wealer,Starboy
oh oh thats thats thats nice,I Feel It Coming
good meet thank much taking time show around,Alors on danse - Radio Edit
way really enjoyed paper connection geographic isolation rapid mutagenesis,Hey Look Ma
im pretty sure professor spafford cornell,Dance Off (feat. Idris Elba & Anderson .Paak)
know hes big boy im sure hell find us ok,Whatever It Takes
professor geller,Play with Fire (feat. Yacht Money)
oh id love gotta get early next day know work comes first,Painkiller
hi joey,Young Dumb & Broke
kinda thing days lifes people,Flashback
every year,Baby Blue - Remastered 2010
every year,Bleed
yeah,Bleed
last year sent us medieval times restaurant,Chop Suey!
well invite,Sugar
ok ok fine come dont tell anybody else roof 8,Play with Fire (feat. Yacht Money)
interestingly,Toxicity
kinda playing fast loose word interesting,Bleed
hi,Orinoco Flow
yeah charlie gonna joining department,Buni
ah ah,Kaer Morhen
oh god shes great mean wewe much common shes cool funny,Señorita
ok,Bleed
hey rachel cancan see sec,The Ballad of Mona Lisa
yes,Lose Yourself
oh heard,Symphony Of Destruction - Remastered 2012
ok,Toxicity
joey secret days lives party roof,Trndsttr
ok professor detective,Smooth Criminal - 2012 Remaster
yeah every year thats hes sending play thats sent us medieval restaurant,Enemy (with JID) - from the series Arcane League of Legends
arranged,Hall of Fame (feat. will.i.am)
party,Heaven and Hell - 2008 Remaster
games take robe,One of the Drunks
cover,Nightmare
ok actually mon matthew giving phone number,Blinding Lights
oh man known coming party never would gotten married,New Rules
nice meet rachel,Pumped Up Kicks
nice meet,I Feel It Coming
ok,Hall of Fame (feat. will.i.am)
yeah,Body (Remix) [feat. ArrDee
actually im kinda happy leaving broke someeone,Gold
yeah well brilliant man,Whatever It Takes
yes,Blinding Lights
intimidating guy nobel prize,Astronaut In The Ocean
guy two,You Just Haven't Thought of It Yet
yeah three years,Clocks
hey ross,C'mon - Single Version
going charlie,High Hopes
always loved,Let Me Love You
course,Pumped Up Kicks
well bet thinkin would really great time intermission,Thunder
dont know seem lovely,Bleed
hey show,C'mon - Single Version
science,Calm Down
oh hey well listen play scientist days character nobel prize,Cake By The Ocean
oh well mean goes really really smart guys,Boss Bitch
hey got 690 sats,Pumped Up Kicks
id lead,The Ballad of Mona Lisa
monica,Bonfire
dont worry joe wont come next year,Calm Down
joey youre sweet,Señorita
thats true know doesnt matter already know youre gonna go home tonight,No Time for Caution
gotcha,Starboy
oh funny joey,Titanium (feat. Sia)
really liked,Orinoco Flow
oh really,Old Town Road
oh yeah idea amazing journey go woman tell tell first period,Beautiful Alien (feat. AI AM) - Radio Edit
got 13,2 MUCH (feat. 24hrs)
actually 1000000 prize,Sandstorm
youre much brains youre sweet kind funny,Us Against the World
sexy,E1 (3x3)
ok well give chance see,There's a Good Reason These Tables Are Numbered Honey
yeah youre right thanks pheebs im gonna go find,Hotter Than Hell
good hey thought paper punctuated equilibrium devonian era top notch,Body (Remix) [feat. ArrDee
wanted let know ive changed mind im gonna im gonna kiss joey,Dance Off (feat. Idris Elba & Anderson .Paak)
please chandler,Toxicity
im smarter,Lose Yourself
hey thank much tickets chandler,Waterloo
oh well really important experience wanted share,Paradise
oh youre wonderful,Symphony (feat. Zara Larsson)
morning,Paradise
hi oh date last night,C'mon - Single Version
pretty good,Everything's Not Lost - Includes Hidden Track 'Life Is For Living'
okay really good anyway gotta go i’m late work,I Bet My Life
yeah—hey don’t worry she’s terrific girl heylisten could favor comes could mention i’mnot looking serious relationship that’d great,Royals
hi,Don't Panic
hi don’t mean sound like high school sayanything,Holy Wars...The Punishment Due - 2004 Remix
…come,Toxicity
okay okay take guess,The Ballad of Mona Lisa
hot chicks,Hey Look Ma
wow that’s actually pretty cool,We Are Young (feat. Janelle Monáe)
sounds like two people really enjoying dewey decimal system,Alors on danse - Radio Edit
well fine want meet chicken expert send colonel,Flying Whales
i’m fine,Hall of Fame (feat. will.i.am)
who’s lucky guy,Bonfire
well saw ring,Trndsttr
well shocked told mostpeople,Toxicity
right,Hall of Fame (feat. will.i.am)
well actually boyfriend y’know named clark uhshe also kinda invited wedding clark,Toxicity
said,Toxicity
lie hard check’s mail oh babyis cute can’t wait read book ross,LA Devotee
come comes wedding mean won’t bad,Calm Down
y’know it’s gonna okay y’know whatshe’s probably gonna even want come,Calm Down
really,Charlie Brown
yes,Orinoco Flow
would really easy,Bad Liar
yes,Snow (Hey Oh)
good saturday night we’re going dinner withher clark,C'mon - Single Version
hey what’s,Snow (Hey Oh)
hey joey,Someone In The Crowd
erin still,Blinding Lights
yeah ended spending day together great time,Alors on danse - Radio Edit
ohh listen i’ve got get going today great thanks,Alors on danse - Radio Edit
know,Buni
okay,Paradise
yeah i’ll uh i’ll call ya,I Dunno (feat. Dutchavelli & Stormzy)
oh i’ll call ya,C'mon - Single Version
i’ll call,Symphony Of Destruction - Remastered 2012
want marry,Señorita
amazing idea,Levitating
idea think brought,Chop Suey!
cupid,Let Me Love You
joey she’s cool speaks four languages,Levitating
man,Bad Liar
look joey come she’s perfect mean she’ssweet sheshe likes baseball sheshe two beers lunch,E1 (3x3)
beers look guys she’s nice girl okay goodtime just—i don’t see going anywhere,Bad Liar
yeah always say,Bad Liar
yeah maybe gave girl chance would go somewhere,Old Town Road
phoebe,Cake By The Ocean
people front book,Duality
oh god get see anything good,Trndsttr
great people kept showing think it’s like uha thing,Immigrant Song - Remaster
right go catch movie,Dance Off (feat. Idris Elba & Anderson .Paak)
well look who’s,Savage Love (Laxed - Siren Beat)
hey,Cake By The Ocean
joey,Young Dumb & Broke
erin,Heaven and Hell - 2008 Remaster
hey rachel,Often
hi well take see movie oh,goosebumps
oh,Sign of the Times
who’s birthday party,Nearly Witches (Ever Since We Met...)
help,Whatever It Takes
hey,Summer Of '69
go erin,Don't Panic
oh unbelievable best time,Can't Feel My Face
didn’t sleep together,Heaven and Hell - 2008 Remaster
yeah really calms much common lovessandwiches sports although met fan much issue everto kids well that’s a…,Hold
okay,Don't Panic
might still show,It's My Life
go happier things okay umm don’t youtell lovely wedding,Yellow
well actually uh something wanted tell thewedding um it’s going small ceremony uh tiny we’re even surewhy we’re,Toxicity
it’s actually going family,I Feel It Coming
say,Symphony Of Destruction - Remastered 2012
benitez,Royals
game 1 series,Enemy (with JID) - from the series Arcane League of Legends
how’s goin’ joey,Into the Unknown - Panic! At The Disco Version
uh okay,Bad Liar
look he’s really great guy know,MONEY
kinda,Bad Liar
change back,Chop Suey!
i’m sorry i… it’s there’s real spark,♾
spark didn’t sleep together,Bleed
yeah,Not Afraid
joey idea,Attention
yeah would great,Orinoco Flow
yeah let’s go,Blinding Lights
okay see guys later,A Million Dreams
bye guys,People of The Pride
yeah see ya,Don't Panic
wow well guess cupid brought,Yellow
yes yes help,Astronaut In The Ocean
yeah were…we looking around,Hotel California - 2013 Remaster
i’m professor uh ross…geller,Astronaut In The Ocean
yes you’re person checked book,Savage Love (Laxed - Siren Beat)
y’know look nothing like would’ve thoughtyou’re…you’re young,I Feel It Coming
hi,Bugzy Malone
date,Cotton Eye Joe
oh really said wants go away,Trndsttr
jojoey look honey wewe need talk okay umm kinda got thefeeling today uh she’s lookin’ serious relationship,Bad Liar
oh oh,Heaven and Hell - 2008 Remaster
joey…,Bleed
hey joey y’know way good,Royals
yeah honey promise next time say goodbye andtell ‘em you’re looking relationship,Whatever It Takes
yeah,2 MUCH (feat. 24hrs)
want pancakes,Alors on danse - Radio Edit
gonna,Paranoid - 2012 - Remaster
say go,You Just Haven't Thought of It Yet
chandler,Toxicity
yeah ininin bathroom,Bleed
you’re thinking right,Toxicity
oh god oh god go,goosebumps
say,Bleed
feelings strong feelings,Clarity
right go 1999 year joey,Moves Like Jagger
ross ross ross listen kissing midnight huh rachel orphoebe,Collar Full
well whos gonna kiss sister,Toxicity
chandler,Bleed
thats good point,Not Afraid
yeah,Lose Yourself
oh well since whole history rachel guess phoebe,Smells Like Teen Spirit
okay great,Buni
right,Free Bird - Edit
pheebs pheebs ross wants kiss midnight,Someone In The Crowd
rach rach listen im gonna kiss midnight,Señorita
oh good point,Kaer Morhen
yeah,Buni
happy new year,Snow (Hey Oh)
anything ya,Toxicity
one divorce 99 yknow gonna happy year iam gonna make happy,Everything's Not Lost - Includes Hidden Track 'Life Is For Living'
ooh thats good one mine pilot commercial jet,C'mon - Single Version
right new years resolution learn play guitar,Enemy (with JID) - from the series Arcane League of Legends
really come,Heaven and Hell - 2008 Remaster
well yknow special skills listed resume would loveit would great one true,Middle Of A Breakup
want teach im great teacher,Can't Hold Us (feat. Ray Dalton)
well taught,Bad Liar
yeah thatd great thanks pheebs,Safe To Say
dont gossip,Lose Yourself
like,Bleed
asked girl,Fivio Foreign & Darkoo]
nice,Snow (Hey Oh)
nice yeah part resolution new thing today,You Just Haven't Thought of It Yet
thats right uh elizabeth hornswoggle,Astronaut In The Ocean
hornswoggle,Painkiller
right chandler something funny name,Toxicity
hi pheebs,Señorita
hey,Can't Feel My Face
right see later,Pumped Up Kicks
see ya right pheebs ready first lesson,Temperature
umm okay,Bleed
interesting approach guitar instruction yknow mightfind amusing find regular,Heaven and Hell - 2008 Remaster
hey everybody rachel good today didnt gossip,Young Dumb & Broke
yes,Fivio Foreign & Darkoo]
hi,Orinoco Flow
hi ben,C'mon - Single Version
think theyre nice,Young Dumb & Broke
like em,Party Monster
like lot,Hold
oh see ii needed new thing today theres leather storethat always smells good thought wow,C'mon - Single Version
new years resolution,Can't Feel My Face
okay must,Bleed
go ahead,Lose Yourself
kay,ZT (3x3)
yes yes,Temperature
iceberg,The Ballad of Mona Lisa
youre questioning method,The Pot
student,Bleed
well,Hall of Fame (feat. will.i.am)
okay,Hall of Fame (feat. will.i.am)
goodgood okay sprinkle legs itll absorb ofthe moisture get pants back,Lose Yourself
yeah sure spread,Hall of Fame (feat. will.i.am)
hold,I Dunno (feat. Dutchavelli & Stormzy)
ross okay,Free Bird - Edit
difference make,Sugar
dude gonna…,Attention
okay okay okay joey,Chop Suey!
oh god huge promise cannottell anyone,2 MUCH (feat. 24hrs)
yes yes yes want know unbelievable,Rock You Like A Hurricane
secrets know secrets,Chop Suey!
im listening,B.Y.O.B.
right im coming hey turn lights,Unsainted
hey pheebs,Someone In The Crowd
oh bebecause leather pants,Immigrant Song - Remaster
really something thats really cool,We Are Young (feat. Janelle Monáe)
howdy partner,Fivio Foreign & Darkoo]
good luck honey,Up&Up
hey uh joey,Don't Panic
remember big thing gonna tell,Enemy (with JID) - from the series Arcane League of Legends
want go,Bleed
know something,Dance Off (feat. Idris Elba & Anderson .Paak)
might know something,Smooth Criminal - 2012 Remaster
might know something,Smooth Criminal - 2012 Remaster
whats thing know,Don't Panic
well cant tell know,New Rules
okay fine,Psychosocial
right,Moves Like Jagger
know,There's a Good Reason These Tables Are Numbered Honey
yeah know,Bugzy Malone
oh,Heaven and Hell - 2008 Remaster
ohhh yeah,Alors on danse - Radio Edit
since take naps,Toxicity
get touch emily,Rain
dont worry drycleaned,Hall of Fame (feat. will.i.am)
oh thats great,Can't Feel My Face
little uh good deed pbs little tv exposure thats thekind math joey likes,Moves Like Jagger
well yeah really nice thing made feelreally good right,Paradise
yeah,Toxicity
made,Toxicity
yes totally good deeds selfless,Titanium (feat. Sia)
well may ask one example,Lose Yourself
really,Heaven and Hell - 2008 Remaster
hey joey said deal santa clause meant,Play with Fire (feat. Yacht Money)
chandler heard monicas secret boyfriend,Collar Full
mon gonna meet new secret waiter man,Play with Fire (feat. Yacht Money)
hey,Cake By The Ocean
well emilys willing work relationship,It's My Life
yes,Can't Feel My Face
thats great,Orinoco Flow
london,Enemy (with JID) - from the series Arcane League of Legends
bet talk carol susan convince move londonwith ben,You Just Haven't Thought of It Yet
yeah im sure exwife happy move anothercountry patch things new wife,New Rules
could happen,You Just Haven't Thought of It Yet
thats great uh im really expecting lot calls,Unsainted
answer take pledges,Toxicity
im host,Royals
sure,Pumped Up Kicks
yeah would,Dance Off (feat. Idris Elba & Anderson .Paak)
right,Not Afraid
right say right,Toxicity
oh emily great gonna great gonnabe likelikelike two idiots love,Let Me Love You
yes tell,Don't Panic
emily,Don't Panic
oh great thats…,Can't Feel My Face
asked emily would come new york said yes,C'mon - Single Version
great,Can't Feel My Face
well cant see rachel anymore shes one bestfriends,Killing In The Name
yeah,Not Afraid
thats true,ZT (3x3)
yeah youve known rachel since high school cannot cuther life,Then We'll Talk
oh hey joey weve watching day gonna tv,Dance Off (feat. Idris Elba & Anderson .Paak)
see kind mix agents office im still tvand thats good exposure,Everything's Not Lost - Includes Hidden Track 'Life Is For Living'
hey,We Are Young (feat. Janelle Monáe)
many times told guys,American Idiot
yeah,Bleed
well thought maybe youd wanna book time bestyoud ever,The Ballad of Mona Lisa
whats point,Bleed
good gonna anybody,Chop Suey!
well helps bee look tough front bee friends beeis happy definitely,All We Know
hey way im shot man,One of the Drunks
come man youve day,New Rules
yeah iim taking pledges eh,Hotter Than Hell
welcome back fall telethon youve enjoying theperformance,Can't Hold Us (feat. Ray Dalton)
hey pheebs,Señorita
oh im still mad also bring happiness tolots kids whos moms didnt kill supporting im goodthing im,I Don’t Wanna Live Forever (Fifty Shades Darker)
yeah one eye,I Bet My Life
keep talking,I Dunno (feat. Dutchavelli & Stormzy)
really,Sugar
ohaw god understand never want sleep meagain would wrong good owe sex,Astronaut In The Ocean
cleaned bathroom,Killing In The Name
yeah dont lose gloves,Moves Like Jagger
right lets show done,You Just Haven't Thought of It Yet
okay,Not Afraid
know,Can't Hold Us (feat. Ray Dalton)
easy theres still lot relationship stuff,Chop Suey!
like,Toxicity
stuff yknow kinda emily wants,The Pot
thanks,Young Dumb & Broke
she’s woman,Kaer Morhen
oh thanks,Safe To Say
yeah,Fivio Foreign & Darkoo]
wow,Beautiful Alien (feat. AI AM) - Radio Edit
thank happy holidays,Young Dumb & Broke
okay seasons greetings everything still…,All We Know
part perfect cant believe didnt get,New Rules
come ross realistic yknow write something thechances could get guys star,Astronaut In The Ocean
really youdyoud,Savage Love (Laxed - Siren Beat)
thanks,Savage Love (Laxed - Siren Beat)
done,Often
cant joey,Toxicity
joseph,Kaer Morhen
hey whats,Alors on danse - Radio Edit
relationship,Eye For an Eye
yes chandler bing 7 chandler,Levitating
don’t stop move bowl away ross could make shot,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
wanna play,Sandstorm
im intrigued,Bonfire
thank happy holidays,People of The Pride
youre right youre right ill get back work,Psychosocial
hey,Levitating
really nice time tonight,Alors on danse - Radio Edit
im really glad monica asked us,Paradise
oh hey great youre rachel sister krista krista thisis rachel,Young Dumb & Broke
hi,Fivio Foreign & Darkoo]
nice meet wish youd told company id fixmyself,Attention
like would help,B.Y.O.B.
pheebs gonna go back,Play with Fire (feat. Yacht Money)
yeah good yknow youre tough lived streets,I Bet My Life
hey umm ask guys something,Dance Off (feat. Idris Elba & Anderson .Paak)
ohoh yeah,We Are Young (feat. Janelle Monáe)
time fact undefeated,Hall of Fame (feat. will.i.am)
still quick cat,Moves Like Jagger
well met dannys sister yesterday uh actually girlon subway,Beautiful Alien (feat. AI AM) - Radio Edit
yeah since got strong,Symphony Of Destruction - Remastered 2012
strong,New Rules
yeah,Free Bird - Edit
oh fine,B.Y.O.B.
joeys going,Ain't No Rest for the Wicked
well cant tomorrow,Toxicity
tomorrow hes redoing yesterdays pages,Whatever It Takes
yesterdays pages reflect best work,Ain't No Rest for the Wicked
think hes relaxing enough thanks fireball,A Million Dreams
dude think fireballs relaxing youve obviously neverplayed,B.Y.O.B.
come look guys dont fight,Wait and Bleed
reason im,Boss Bitch
oh good friend means acting like total jerk,Toxicity
youre amazing friend mine,Yellow
paid tickets,Toxicity
happen,Heaven and Hell - 2008 Remaster
oh great,Orinoco Flow
okay see told,You Just Haven't Thought of It Yet
theyre brother sister,Immigrant Song - Remaster
umm gingers gonna take corner,Smooth Criminal - 2012 Remaster
chick cant handle corner,There's a Good Reason These Tables Are Numbered Honey
oh hey rach thought said seven,Painkiller
oh great,Orinoco Flow
well okay look dont know listen dont know whats going onhere lets…,Chop Suey!
dodo brothers,Hotel California - 2013 Remaster
two sisters one masculine energy,Heaven and Hell - 2008 Remaster
close,Schism
nono theyre nice people,B.Y.O.B.
yay,Blinding Lights
yeah well thats fine important thing finished itand uh think really good yknow itd really help could hear sowould guys read,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off
hey man,Free Bird - Edit
could,I Dunno (feat. Dutchavelli & Stormzy)
oh nono keep reading good parts coming keep going,Enemy (with JID) - from the series Arcane League of Legends
took day,Toxicity
hi kelly,A Million Dreams
im fine god tiffany smell great,Alors on danse - Radio Edit
im reading,Killing In The Name
waitwaitwait handsome man enter,Trndsttr
well technically seven,Royals
well right 1700 bags peanuts flying high that’spretty amazing,Paradise
hey wonder see apartment,Snow (Hey Oh)
wearing monica’s jacket,Bleed
come check,Bonfire
joey come—i can’t believe—i bring see thebapsteinking comet one nature’s spectacular phenomenon careabout bugs stuck tar andand woman,Duality
show,I Dunno (feat. Dutchavelli & Stormzy)
joey,Cake By The Ocean
living room also light one willkick shin,Often
don’t interrupt,American Idiot
rachel monica,Blinding Lights
come,Old Town Road
right well y’know…i guess know getdown,Astronaut In The Ocean
got interesting damn oprah,Viva Las Vengeance
hey y’know y’know wecan like talk night long y’know like werefirst going it’d fun,I Feel It Coming
okay sound like fun,Snow (Hey Oh)
that’s correct,Lose Yourself
wanna go bedroom it’s little comfortable,Someone In The Crowd
sure,Lose Yourself
contracts,Rain
like,Sugar
yes put little,Young Dumb & Broke
wanna go office right,New Rules
come late we’re gonna go office,Royals
okay well careful,Don't Panic
well i’m jumping son okay won’t fatherifif die,Blackwater Park
well right looks like we’re even,Hall of Fame (feat. will.i.am)
okay feel free look i’m telling contracts noton desk,Astronaut In The Ocean
oh,Kaer Morhen
it’s sister,I Want to Know What Love Is - 1999 Remaster
okay cute braces anyway y’know,Toxicity
it’s,Bleed
don’t know tag genitals make phone calls okayit’s perfect world go please,Bad Liar
fine,B.Y.O.B.
still awake,Kaer Morhen
yeah,Blinding Lights
yeah really one’s home,Play with Fire (feat. Yacht Money)
know happened,Cotton Eye Joe
middle sex…and,Toxicity
okay okay i’m ready come big fella,There's a Good Reason These Tables Are Numbered Honey
okay,Don't Panic
give good stuff,Dance Off (feat. Idris Elba & Anderson .Paak)
okay i’m i’m,Sandstorm
still luck,I Write Sins Not Tragedies
want check,New Rules
well it’s chance could youroffice,Toxicity
see office minute,Attention
oh really you’re saying,Sugar
that’s mine,Bad Liar
yes,Not Afraid
know,Chop Suey!
okay dodo good grip,Don't Threaten Me with a Good Time
yeah,Fivio Foreign & Darkoo]
okay i’m going start climb,Royals
think face face,I Dunno (feat. Dutchavelli & Stormzy)
would say,Don't Panic
face face yeah,Body (Remix) [feat. ArrDee
okay go,Moves Like Jagger
right,Hall of Fame (feat. will.i.am)
y’know talked face face don’t think wethought way,Bleed
want,Toxicity
well shimmy drop,Dance Off (feat. Idris Elba & Anderson .Paak)
hi,Kaer Morhen
it’s still looks pretty far,Holy Wars...The Punishment Due - 2004 Remix
ross know pants startin’ come andi’m wearing underwear,Bleed
really best work,Young Dumb & Broke
seven minutes,Attention
well you’re gonna believe sevenminutes…,Bonfire
really,Trndsttr
wanna,Someone In The Crowd
hey thought id end kissing charlie ok,Body Moves
yes new professor department,Dance Off (feat. Idris Elba & Anderson .Paak)
care much,Then We'll Talk
yes rachel,Bad Liar
wow joey professor imagine kids kids got intelligence joeys raw sexual magnetism oh nerds get,Play with Fire (feat. Yacht Money)
yeah big deal mean met im fine,Hall of Fame (feat. will.i.am)
hey,Someone In The Crowd
hi,Can't Feel My Face
im gonna get coffee,Whatever It Takes
yeah know type,Toxicity
oh oh wow love get,Symphony (feat. Zara Larsson)
hey whats,Cotton Eye Joe
oh gift certificate new spa soho,C'mon - Single Version
wanna go hunting,Sandstorm
well would like option,Rain
oh,Savage Love (Laxed - Siren Beat)
ok,Bad Liar
well care friendship,Bad Liar
feel really strongly rachel please dont use gift certificate im asking friend,Ain't No Rest for the Wicked
oh friend phoebe fine wont use,All We Know
promise,The Ballad of Mona Lisa
promise,There's a Good Reason These Tables Are Numbered Honey
oh yeah,Hotter Than Hell
dont wanna cup,Killing In The Name
big deal,Bleed
ok doctors office ok parked car behind taco bell,Then We'll Talk
oh yeah rachel talks,Bugzy Malone
come ya,Paradise
im good,Pumped Up Kicks
offer drink,Kaer Morhen
excited cant wait start exploring city,C'mon - Single Version
yeah definitely definitely ok wanna see first,Someone In The Crowd
oh well go see chronos quartet avery fisher hall,Into the Unknown - Panic! At The Disco Version
collection walt whitman letters display public library,Roots
know yeah,Buni
first see met,Enemy (with JID) - from the series Arcane League of Legends
mets met singular,One of the Drunks
museum,Someone In The Crowd
oh hi massage appointment rachel green gift certificate,The Greatest
ok,Hall of Fame (feat. will.i.am)
seat glass doors,Not Afraid
glass doors,Don't Panic
alrighty,Can't Hold Us (feat. Ray Dalton)
phoebe next clients waiting room,I Dunno (feat. Dutchavelli & Stormzy)
work,Toxicity
well think great place work,Young Dumb & Broke
ross,Savage Love (Laxed - Siren Beat)
look know charlie right shes cool shes funny body soo,Bugzy Malone
yes shes much smarter girls ive ever dated combined dont want think im stupid,New Rules
